ReturnKey,ReturnDate,OrderDate,SalesOrderNumber,CustomerKey,ProductKey,ReturnQuantity,UnitPrice
459,"Friday, May 10, 2013","Tuesday, April 30, 2013",SO57145,435,542,2,24.294
460,"Tuesday, June 18, 2013","Thursday, May 30, 2013",SO58907,582,523,2,31.584
461,"Friday, June 14, 2013","Thursday, May 30, 2013",SO58928,327,543,2,37.254
462,"Sunday, June 16, 2013","Thursday, May 30, 2013",SO58970,579,547,2,48.594
463,"Tuesday, June 11, 2013","Thursday, May 30, 2013",SO58972,10,542,2,24.294
464,"Wednesday, June 12, 2013","Thursday, May 30, 2013",SO58975,187,400,2,37.152
465,"Friday, June 14, 2013","Thursday, May 30, 2013",SO58981,118,559,2,12.144
466,"Wednesday, July 10, 2013","Sunday, June 30, 2013",SO61248,496,559,2,12.144
467,"Wednesday, August 7, 2013","Wednesday, July 31, 2013",SO63167,684,546,2,37.254
468,"Wednesday, August 21, 2013","Wednesday, July 31, 2013",SO63181,700,545,2,24.294
469,"Wednesday, August 21, 2013","Wednesday, July 31, 2013",SO63264,432,546,2,37.254
470,"Monday, September 9, 2013","Thursday, August 29, 2013",SO65183,624,547,2,48.594
471,"Saturday, October 12, 2013","Sunday, September 29, 2013",SO67271,618,547,2,48.594
472,"Monday, October 7, 2013","Sunday, September 29, 2013",SO67304,227,520,2,31.584
473,"Friday, October 18, 2013","Sunday, September 29, 2013",SO67320,166,545,2,24.294
474,"Tuesday, November 19, 2013","Tuesday, October 29, 2013",SO69418,381,517,2,31.584
475,"Tuesday, November 12, 2013","Tuesday, October 29, 2013",SO69533,476,400,2,37.152
476,"Tuesday, November 12, 2013","Tuesday, October 29, 2013",SO69544,666,545,2,24.294
477,"Thursday, December 19, 2013","Friday, November 29, 2013",SO71787,509,555,2,63.9
478,"Thursday, December 12, 2013","Friday, November 29, 2013",SO71889,3,546,2,37.254
479,"Monday, February 6, 2012","Sunday, January 29, 2012",SO46966,43,397,2,24.295
480,"Tuesday, May 21, 2013","Tuesday, April 30, 2013",SO57046,650,514,2,63.9
481,"Sunday, February 19, 2012","Sunday, January 29, 2012",SO46966,43,419,2,52.647
482,"Saturday, May 18, 2013","Tuesday, April 30, 2013",SO57046,650,515,2,16.272
483,"Tuesday, May 7, 2013","Tuesday, April 30, 2013",SO57046,650,559,2,12.144
484,"Saturday, June 15, 2013","Thursday, May 30, 2013",SO59066,55,559,2,12.144
485,"Friday, February 8, 2013","Monday, January 28, 2013",SO51826,693,548,2,48.594
486,"Friday, October 11, 2013","Sunday, September 29, 2013",SO67346,451,523,2,31.584
487,"Saturday, January 8, 2011","Wednesday, December 29, 2010",SO43688,161,270,2,183.938
488,"Sunday, April 17, 2011","Thursday, March 31, 2011",SO44283,227,276,2,356.898
489,"Saturday, May 14, 2011","Sunday, May 1, 2011",SO44533,317,262,2,183.938
490,"Tuesday, June 21, 2011","Tuesday, May 31, 2011",SO44801,170,253,2,178.581
491,"Tuesday, October 18, 2011","Thursday, September 29, 2011",SO45813,221,264,2,183.938
492,"Tuesday, November 8, 2011","Saturday, October 29, 2011",SO46091,612,272,2,183.938
493,"Tuesday, November 8, 2011","Saturday, October 29, 2011",SO46099,45,262,2,183.938
494,"Wednesday, December 14, 2011","Tuesday, November 29, 2011",SO46325,57,270,2,183.938
495,"Saturday, December 17, 2011","Tuesday, November 29, 2011",SO46385,54,275,2,356.898
496,"Tuesday, January 17, 2012","Thursday, December 29, 2011",SO46614,299,271,2,202.332
497,"Monday, January 16, 2012","Thursday, December 29, 2011",SO46616,514,271,2,202.332
498,"Sunday, January 15, 2012","Thursday, December 29, 2011",SO46638,203,254,2,183.938
499,"Monday, January 9, 2012","Thursday, December 29, 2011",SO46648,184,409,2,209.256
500,"Sunday, January 8, 2012","Thursday, December 29, 2011",SO46664,431,433,2,324.453
501,"Wednesday, February 8, 2012","Sunday, January 29, 2012",SO46948,558,254,2,183.938
502,"Friday, February 17, 2012","Sunday, January 29, 2012",SO46988,78,265,2,202.332
503,"Wednesday, February 15, 2012","Sunday, January 29, 2012",SO47028,312,409,2,209.256
504,"Saturday, March 17, 2012","Wednesday, February 29, 2012",SO47350,277,286,2,183.938
505,"Friday, March 16, 2012","Wednesday, February 29, 2012",SO47354,173,273,2,202.332
506,"Thursday, March 8, 2012","Wednesday, February 29, 2012",SO47399,685,427,2,209.256
507,"Thursday, March 8, 2012","Wednesday, February 29, 2012",SO47409,579,417,2,324.453
508,"Tuesday, March 20, 2012","Wednesday, February 29, 2012",SO47417,187,421,2,196.329
509,"Friday, May 11, 2012","Monday, April 30, 2012",SO47979,101,433,2,324.453
510,"Thursday, May 10, 2012","Monday, April 30, 2012",SO47980,12,263,2,202.332
511,"Thursday, May 10, 2012","Monday, April 30, 2012",SO48080,403,417,2,324.453
512,"Tuesday, June 19, 2012","Wednesday, May 30, 2012",SO48295,24,417,2,324.453
513,"Wednesday, July 11, 2012","Saturday, June 30, 2012",SO48750,514,415,2,198.036
514,"Sunday, August 12, 2012","Tuesday, July 31, 2012",SO49093,381,421,2,196.329
515,"Tuesday, August 14, 2012","Tuesday, July 31, 2012",SO49169,684,433,2,324.453
516,"Tuesday, September 11, 2012","Tuesday, August 28, 2012",SO49540,21,427,2,209.256
517,"Monday, October 15, 2012","Friday, September 28, 2012",SO49865,81,286,2,183.938
518,"Sunday, October 7, 2012","Friday, September 28, 2012",SO49888,234,271,2,202.332
519,"Thursday, October 18, 2012","Friday, September 28, 2012",SO49890,221,273,2,202.332
520,"Saturday, November 10, 2012","Sunday, October 28, 2012",SO50298,257,417,2,324.453
521,"Sunday, November 4, 2012","Sunday, October 28, 2012",SO50310,309,421,2,196.329
522,"Thursday, December 13, 2012","Wednesday, November 28, 2012",SO50738,130,417,2,324.453
523,"Thursday, December 6, 2012","Wednesday, November 28, 2012",SO50744,25,412,2,180.129
524,"Friday, January 4, 2013","Friday, December 28, 2012",SO51090,475,511,2,218.454
525,"Monday, January 7, 2013","Friday, December 28, 2012",SO51100,119,513,2,218.454
526,"Thursday, January 17, 2013","Friday, December 28, 2012",SO51101,618,255,2,202.332
527,"Wednesday, January 9, 2013","Friday, December 28, 2012",SO51138,451,492,2,602.346
528,"Tuesday, February 5, 2013","Monday, January 28, 2013",SO51762,684,430,2,356.898
529,"Monday, February 4, 2013","Monday, January 28, 2013",SO51769,426,258,2,202.332
530,"Monday, February 4, 2013","Monday, January 28, 2013",SO51836,255,436,2,356.898
531,"Tuesday, March 12, 2013","Thursday, February 28, 2013",SO53460,24,418,2,356.898
532,"Saturday, March 16, 2013","Thursday, February 28, 2013",SO53474,297,507,2,200.052
533,"Monday, March 18, 2013","Thursday, February 28, 2013",SO53567,179,496,2,602.346
534,"Monday, March 18, 2013","Thursday, February 28, 2013",SO53571,163,493,2,200.052
535,"Thursday, March 21, 2013","Thursday, February 28, 2013",SO53616,3,281,2,202.332
536,"Saturday, April 20, 2013","Saturday, March 30, 2013",SO55282,599,502,2,200.052
537,"Thursday, May 9, 2013","Tuesday, April 30, 2013",SO57082,426,287,2,202.332
538,"Wednesday, May 15, 2013","Tuesday, April 30, 2013",SO57188,100,512,2,218.454
539,"Sunday, June 9, 2013","Thursday, May 30, 2013",SO58956,48,496,2,602.346
540,"Tuesday, August 20, 2013","Wednesday, July 31, 2013",SO63176,426,434,2,356.898
541,"Sunday, September 15, 2013","Thursday, August 29, 2013",SO65281,454,506,2,200.052
542,"Saturday, October 19, 2013","Sunday, September 29, 2013",SO67314,414,512,2,218.454
543,"Wednesday, November 6, 2013","Tuesday, October 29, 2013",SO69495,22,436,2,356.898
544,"Tuesday, December 17, 2013","Friday, November 29, 2013",SO71804,424,513,2,218.454
545,"Saturday, December 14, 2013","Friday, November 29, 2013",SO71808,408,502,2,200.052
546,"Thursday, December 12, 2013","Friday, November 29, 2013",SO71893,163,496,2,602.346
547,"Wednesday, December 18, 2013","Friday, November 29, 2013",SO71907,454,507,2,200.052
548,"Friday, February 8, 2013","Monday, January 28, 2013",SO51826,693,492,2,602.346
549,"Wednesday, February 13, 2013","Monday, January 28, 2013",SO51826,693,499,2,602.346
550,"Monday, February 18, 2013","Monday, January 28, 2013",SO51826,693,500,2,602.346
551,"Wednesday, June 19, 2013","Thursday, May 30, 2013",SO58946,672,496,2,602.346
552,"Sunday, October 6, 2013","Sunday, September 29, 2013",SO67346,451,496,2,602.346
553,"Sunday, May 19, 2013","Tuesday, April 30, 2013",SO57046,650,512,2,218.454
554,"Monday, February 13, 2012","Sunday, January 29, 2012",SO46966,43,421,2,196.329
555,"Friday, December 9, 2011","Tuesday, November 29, 2011",SO46356,91,264,2,183.938
556,"Wednesday, May 15, 2013","Tuesday, April 30, 2013",SO57036,43,511,2,218.454
557,"Thursday, June 20, 2013","Thursday, May 30, 2013",SO58946,672,493,2,200.052
558,"Sunday, October 20, 2013","Sunday, September 29, 2013",SO67346,451,493,2,200.052
559,"Saturday, October 12, 2013","Sunday, September 29, 2013",SO67346,451,506,2,200.052
560,"Monday, February 4, 2013","Monday, January 28, 2013",SO51826,693,502,2,200.052
561,"Tuesday, October 15, 2013","Sunday, September 29, 2013",SO67346,451,502,2,200.052
562,"Friday, June 7, 2013","Thursday, May 30, 2013",SO58946,672,503,2,200.052
563,"Thursday, October 17, 2013","Sunday, September 29, 2013",SO67346,451,503,2,200.052
564,"Friday, July 20, 2012","Saturday, June 30, 2012",SO48746,506,428,2,209.256
565,"Tuesday, October 8, 2013","Sunday, September 29, 2013",SO67346,451,507,2,200.052
566,"Thursday, February 16, 2012","Sunday, January 29, 2012",SO46958,115,362,2,1229.459
567,"Saturday, February 18, 2012","Sunday, January 29, 2012",SO47015,444,354,2,1242.852
568,"Sunday, April 15, 2012","Friday, March 30, 2012",SO47701,380,354,2,1242.852
569,"Tuesday, April 10, 2012","Friday, March 30, 2012",SO47720,221,373,2,1308.938
570,"Saturday, May 19, 2012","Monday, April 30, 2012",SO47991,43,362,2,1229.459
571,"Wednesday, May 9, 2012","Monday, April 30, 2012",SO48089,546,358,2,1229.459
572,"Saturday, July 7, 2012","Saturday, June 30, 2012",SO48734,530,352,2,1242.852
573,"Saturday, July 7, 2012","Saturday, June 30, 2012",SO48767,437,356,2,1242.852
574,"Friday, August 17, 2012","Tuesday, July 31, 2012",SO49094,479,373,2,1308.938
575,"Friday, August 17, 2012","Tuesday, July 31, 2012",SO49140,84,327,2,469.794
576,"Sunday, September 9, 2012","Tuesday, August 28, 2012",SO49472,187,354,2,1242.852
577,"Monday, September 17, 2012","Tuesday, August 28, 2012",SO49501,678,358,2,1229.459
578,"Wednesday, September 5, 2012","Tuesday, August 28, 2012",SO49523,130,327,2,469.794
579,"Saturday, October 13, 2012","Friday, September 28, 2012",SO49851,184,354,2,1242.852
580,"Sunday, October 14, 2012","Friday, September 28, 2012",SO49865,81,373,2,1308.938
581,"Thursday, October 11, 2012","Friday, September 28, 2012",SO49878,404,327,2,469.794
582,"Sunday, December 9, 2012","Wednesday, November 28, 2012",SO50684,586,358,2,1229.459
583,"Tuesday, January 15, 2013","Friday, December 28, 2012",SO51113,120,561,2,953.628
584,"Sunday, March 17, 2013","Thursday, February 28, 2013",SO53514,182,563,2,953.628
585,"Tuesday, March 19, 2013","Thursday, February 28, 2013",SO53524,611,562,2,953.628
586,"Thursday, September 5, 2013","Thursday, August 29, 2013",SO65220,297,562,2,1430.442
587,"Tuesday, September 17, 2013","Thursday, August 29, 2013",SO65257,539,563,2,1430.442
588,"Monday, December 9, 2013","Friday, November 29, 2013",SO71802,297,562,2,1430.442
589,"Saturday, December 14, 2013","Friday, November 29, 2013",SO71947,179,561,2,1430.442
590,"Thursday, May 17, 2012","Monday, April 30, 2012",SO47966,210,327,2,469.794
591,"Monday, May 21, 2012","Monday, April 30, 2012",SO48036,66,327,2,469.794
592,"Tuesday, June 12, 2012","Wednesday, May 30, 2012",SO48296,173,327,2,469.794
593,"Saturday, February 11, 2012","Sunday, January 29, 2012",SO46965,77,327,2,234.897
594,"Wednesday, February 8, 2012","Sunday, January 29, 2012",SO46996,512,327,2,234.897
595,"Friday, March 16, 2012","Wednesday, February 29, 2012",SO47455,170,327,2,469.794
596,"Friday, April 13, 2012","Friday, March 30, 2012",SO47675,618,327,2,469.794
597,"Saturday, July 21, 2012","Saturday, June 30, 2012",SO48786,660,327,2,469.794
598,"Wednesday, August 15, 2012","Tuesday, July 31, 2012",SO49086,258,327,2,469.794
599,"Wednesday, August 15, 2012","Tuesday, July 31, 2012",SO49116,527,327,2,469.794
600,"Monday, September 10, 2012","Tuesday, August 28, 2012",SO49465,579,327,2,469.794
601,"Saturday, September 8, 2012","Tuesday, August 28, 2012",SO49525,674,327,2,469.794
602,"Saturday, October 13, 2012","Friday, September 28, 2012",SO49885,431,327,2,469.794
603,"Thursday, November 15, 2012","Sunday, October 28, 2012",SO50226,78,327,2,469.794
604,"Wednesday, December 12, 2012","Wednesday, November 28, 2012",SO50696,579,327,2,469.794
605,"Thursday, January 12, 2012","Thursday, December 29, 2011",SO46625,475,352,2,1242.852
606,"Wednesday, March 14, 2012","Wednesday, February 29, 2012",SO47435,75,352,2,1242.852
607,"Sunday, March 18, 2012","Wednesday, February 29, 2012",SO47456,490,352,2,1242.852
608,"Sunday, April 15, 2012","Friday, March 30, 2012",SO47726,315,352,2,1242.852
609,"Monday, May 14, 2012","Monday, April 30, 2012",SO47996,381,352,2,1242.852
610,"Thursday, July 12, 2012","Saturday, June 30, 2012",SO48776,414,352,2,1242.852
611,"Saturday, October 13, 2012","Friday, September 28, 2012",SO49825,125,352,2,1242.852
612,"Tuesday, November 13, 2012","Sunday, October 28, 2012",SO50316,401,352,2,1242.852
613,"Saturday, December 8, 2012","Wednesday, November 28, 2012",SO50756,585,352,2,1242.852
614,"Saturday, February 18, 2012","Sunday, January 29, 2012",SO46955,389,354,2,1242.852
615,"Tuesday, December 11, 2012","Wednesday, November 28, 2012",SO50676,497,354,2,1242.852
616,"Monday, February 6, 2012","Sunday, January 29, 2012",SO47065,546,354,2,1242.852
617,"Tuesday, March 20, 2012","Wednesday, February 29, 2012",SO47435,75,354,2,1242.852
618,"Thursday, April 12, 2012","Friday, March 30, 2012",SO47676,437,354,2,1242.852
619,"Tuesday, June 19, 2012","Wednesday, May 30, 2012",SO48395,585,354,2,1242.852
620,"Tuesday, August 14, 2012","Tuesday, July 31, 2012",SO49105,650,354,2,1242.852
621,"Sunday, August 12, 2012","Tuesday, July 31, 2012",SO49146,385,354,2,1242.852
622,"Thursday, October 18, 2012","Friday, September 28, 2012",SO49836,530,354,2,1242.852
623,"Sunday, November 4, 2012","Sunday, October 28, 2012",SO50306,566,354,2,1242.852
624,"Thursday, December 6, 2012","Wednesday, November 28, 2012",SO50745,61,354,2,1242.852
625,"Sunday, February 19, 2012","Sunday, January 29, 2012",SO46955,389,356,2,1242.852
626,"Friday, March 9, 2012","Wednesday, February 29, 2012",SO47396,586,356,2,1242.852
627,"Tuesday, December 11, 2012","Wednesday, November 28, 2012",SO50716,118,356,2,1242.852
628,"Thursday, April 12, 2012","Friday, March 30, 2012",SO47726,315,356,2,1242.852
629,"Sunday, May 20, 2012","Monday, April 30, 2012",SO47976,667,356,2,1242.852
630,"Friday, May 18, 2012","Monday, April 30, 2012",SO47996,381,356,2,1242.852
631,"Sunday, June 10, 2012","Wednesday, May 30, 2012",SO48365,368,356,2,1242.852
632,"Monday, August 13, 2012","Tuesday, July 31, 2012",SO49105,650,356,2,1242.852
633,"Thursday, August 9, 2012","Tuesday, July 31, 2012",SO49125,435,356,2,1242.852
634,"Sunday, October 7, 2012","Friday, September 28, 2012",SO49825,125,356,2,1242.852
635,"Saturday, October 13, 2012","Friday, September 28, 2012",SO49855,442,358,2,1229.459
636,"Sunday, December 9, 2012","Wednesday, November 28, 2012",SO50676,497,358,2,1229.459
637,"Monday, January 16, 2012","Thursday, December 29, 2011",SO46655,414,358,2,1229.459
638,"Friday, February 10, 2012","Sunday, January 29, 2012",SO47026,476,358,2,1229.459
639,"Wednesday, February 15, 2012","Sunday, January 29, 2012",SO47045,309,358,2,1229.459
640,"Monday, June 18, 2012","Wednesday, May 30, 2012",SO48346,291,358,2,1229.459
641,"Sunday, June 10, 2012","Wednesday, May 30, 2012",SO48356,187,358,2,1229.459
642,"Saturday, June 16, 2012","Wednesday, May 30, 2012",SO48396,490,358,2,1229.459
643,"Tuesday, July 17, 2012","Saturday, June 30, 2012",SO48745,184,358,2,1229.459
644,"Sunday, August 12, 2012","Tuesday, July 31, 2012",SO49046,583,358,2,1229.459
645,"Monday, August 13, 2012","Tuesday, July 31, 2012",SO49125,435,358,2,1229.459
646,"Thursday, August 16, 2012","Tuesday, July 31, 2012",SO49145,422,358,2,1229.459
647,"Monday, November 5, 2012","Sunday, October 28, 2012",SO50306,566,358,2,1229.459
648,"Wednesday, December 12, 2012","Wednesday, November 28, 2012",SO50675,327,358,2,1229.459
649,"Monday, April 16, 2012","Friday, March 30, 2012",SO47696,245,362,2,1229.459
650,"Thursday, November 15, 2012","Sunday, October 28, 2012",SO50295,352,362,2,1229.459
651,"Saturday, February 11, 2012","Sunday, January 29, 2012",SO46966,43,362,2,1229.459
652,"Sunday, April 15, 2012","Friday, March 30, 2012",SO47676,437,362,2,1229.459
653,"Thursday, May 17, 2012","Monday, April 30, 2012",SO47996,381,362,2,1229.459
654,"Sunday, June 17, 2012","Wednesday, May 30, 2012",SO48356,187,362,2,1229.459
655,"Sunday, June 10, 2012","Wednesday, May 30, 2012",SO48395,585,362,2,1229.459
656,"Friday, August 10, 2012","Tuesday, July 31, 2012",SO49125,435,362,2,1229.459
657,"Friday, December 14, 2012","Wednesday, November 28, 2012",SO50675,327,362,2,1229.459
658,"Friday, December 14, 2012","Wednesday, November 28, 2012",SO50756,585,362,2,1229.459
659,"Wednesday, May 9, 2012","Monday, April 30, 2012",SO48036,66,373,2,1308.938
660,"Monday, June 18, 2012","Wednesday, May 30, 2012",SO48296,173,373,2,1308.938
661,"Thursday, September 6, 2012","Tuesday, August 28, 2012",SO49485,155,373,2,1308.938
662,"Thursday, November 8, 2012","Sunday, October 28, 2012",SO50245,66,373,2,1308.938
663,"Thursday, February 9, 2012","Sunday, January 29, 2012",SO46996,512,373,2,1308.938
664,"Thursday, May 17, 2012","Monday, April 30, 2012",SO47965,206,373,2,1308.938
665,"Saturday, May 12, 2012","Monday, April 30, 2012",SO48016,97,373,2,1308.938
666,"Tuesday, August 7, 2012","Tuesday, July 31, 2012",SO49086,258,373,2,1308.938
667,"Sunday, August 12, 2012","Tuesday, July 31, 2012",SO49116,527,373,2,1308.938
668,"Monday, February 11, 2013","Monday, January 28, 2013",SO51776,522,561,2,953.628
669,"Thursday, July 11, 2013","Sunday, June 30, 2013",SO61255,241,561,2,1430.442
670,"Tuesday, September 17, 2013","Thursday, August 29, 2013",SO65176,420,561,2,1430.442
671,"Friday, June 7, 2013","Thursday, May 30, 2013",SO58925,282,562,2,1430.442
672,"Thursday, June 6, 2013","Thursday, May 30, 2013",SO58946,672,562,2,1430.442
673,"Saturday, March 9, 2013","Thursday, February 28, 2013",SO53535,154,563,2,953.628
674,"Friday, December 13, 2013","Friday, November 29, 2013",SO71866,627,563,2,1430.442
675,"Wednesday, February 6, 2013","Monday, January 28, 2013",SO51845,312,588,2,461.694
676,"Tuesday, February 12, 2013","Monday, January 28, 2013",SO51856,435,588,2,461.694
677,"Friday, May 17, 2013","Tuesday, April 30, 2013",SO57046,650,588,2,461.694
678,"Tuesday, June 11, 2013","Thursday, May 30, 2013",SO58906,149,588,2,461.694
679,"Tuesday, September 10, 2013","Thursday, August 29, 2013",SO65235,685,590,2,461.694
680,"Saturday, November 9, 2013","Tuesday, October 29, 2013",SO69536,435,588,2,461.694
681,"Monday, December 16, 2013","Friday, November 29, 2013",SO71896,648,588,2,461.694
682,"Wednesday, February 16, 2011","Saturday, January 29, 2011",SO43898,84,285,2,178.581
683,"Friday, March 11, 2011","Tuesday, March 1, 2011",SO44117,143,285,2,178.581
684,"Friday, November 11, 2011","Saturday, October 29, 2011",SO46057,78,279,2,178.581
685,"Monday, January 16, 2012","Thursday, December 29, 2011",SO46607,227,423,2,165.231
686,"Saturday, January 7, 2012","Thursday, December 29, 2011",SO46625,475,396,2,74.838
687,"Thursday, January 19, 2012","Thursday, December 29, 2011",SO46648,184,411,2,125.415
688,"Sunday, February 12, 2012","Sunday, January 29, 2012",SO46993,233,391,2,88.932
689,"Saturday, February 11, 2012","Sunday, January 29, 2012",SO47055,108,414,2,149.031
690,"Monday, March 19, 2012","Wednesday, February 29, 2012",SO47357,613,420,2,141.615
691,"Sunday, March 11, 2012","Wednesday, February 29, 2012",SO47427,648,411,2,125.415
692,"Monday, March 12, 2012","Wednesday, February 29, 2012",SO47438,21,411,2,125.415
693,"Friday, April 13, 2012","Friday, March 30, 2012",SO47706,414,393,2,137.694
694,"Saturday, May 12, 2012","Monday, April 30, 2012",SO47976,667,420,2,141.615
695,"Sunday, June 10, 2012","Wednesday, May 30, 2012",SO48328,293,393,2,137.694
696,"Monday, July 16, 2012","Saturday, June 30, 2012",SO48754,442,393,2,137.694
697,"Monday, August 13, 2012","Tuesday, July 31, 2012",SO49095,697,420,2,141.615
698,"Sunday, December 9, 2012","Wednesday, November 28, 2012",SO50668,678,393,2,137.694
699,"Thursday, December 13, 2012","Wednesday, November 28, 2012",SO50749,21,391,2,88.932
700,"Friday, January 11, 2013","Friday, December 28, 2012",SO51090,475,532,2,149.874
701,"Saturday, January 12, 2013","Friday, December 28, 2012",SO51160,496,531,2,149.874
702,"Wednesday, February 13, 2013","Monday, January 28, 2013",SO51707,115,524,2,158.43
703,"Monday, February 11, 2013","Monday, January 28, 2013",SO51786,138,603,2,72.894
704,"Thursday, February 7, 2013","Monday, January 28, 2013",SO51809,309,527,2,158.43
705,"Friday, February 8, 2013","Monday, January 28, 2013",SO51856,435,551,2,158.43
706,"Saturday, March 9, 2013","Thursday, February 28, 2013",SO53484,497,527,2,158.43
707,"Friday, June 7, 2013","Thursday, May 30, 2013",SO58944,197,524,2,158.43
708,"Sunday, July 21, 2013","Sunday, June 30, 2013",SO61173,676,524,2,158.43
709,"Tuesday, July 16, 2013","Sunday, June 30, 2013",SO61196,245,531,2,149.874
710,"Friday, September 13, 2013","Thursday, August 29, 2013",SO65306,75,527,2,158.43
711,"Friday, October 11, 2013","Sunday, September 29, 2013",SO67297,506,524,2,158.43
712,"Saturday, August 13, 2011","Monday, August 1, 2011",SO45305,569,285,2,178.581
713,"Friday, October 7, 2011","Thursday, September 29, 2011",SO45786,514,285,2,178.581
714,"Thursday, January 6, 2011","Wednesday, December 29, 2010",SO43675,670,285,2,178.581
715,"Monday, October 10, 2011","Thursday, September 29, 2011",SO45805,549,285,2,178.581
716,"Wednesday, November 9, 2011","Saturday, October 29, 2011",SO46055,527,285,2,178.581
717,"Tuesday, November 8, 2011","Saturday, October 29, 2011",SO46095,342,285,2,178.581
718,"Friday, December 16, 2011","Tuesday, November 29, 2011",SO46325,57,285,2,178.581
719,"Friday, December 16, 2011","Tuesday, November 29, 2011",SO46385,54,285,2,178.581
720,"Monday, January 16, 2012","Thursday, December 29, 2011",SO46645,245,391,2,88.932
721,"Wednesday, March 14, 2012","Wednesday, February 29, 2012",SO47365,678,391,2,88.932
722,"Thursday, April 12, 2012","Friday, March 30, 2012",SO47696,245,391,2,88.932
723,"Friday, October 5, 2012","Friday, September 28, 2012",SO49855,442,391,2,88.932
724,"Sunday, January 8, 2012","Thursday, December 29, 2011",SO46655,414,391,2,88.932
725,"Wednesday, June 20, 2012","Wednesday, May 30, 2012",SO48375,75,391,2,88.932
726,"Wednesday, November 14, 2012","Sunday, October 28, 2012",SO50306,566,391,2,88.932
727,"Wednesday, January 18, 2012","Thursday, December 29, 2011",SO46625,475,393,2,137.694
728,"Wednesday, January 18, 2012","Thursday, December 29, 2011",SO46655,414,393,2,137.694
729,"Saturday, July 14, 2012","Saturday, June 30, 2012",SO48776,414,393,2,137.694
730,"Wednesday, August 8, 2012","Tuesday, July 31, 2012",SO49125,435,393,2,137.694
731,"Thursday, June 14, 2012","Wednesday, May 30, 2012",SO48306,678,396,2,74.838
732,"Friday, August 17, 2012","Tuesday, July 31, 2012",SO49085,653,396,2,74.838
733,"Monday, January 9, 2012","Thursday, December 29, 2011",SO46655,414,396,2,74.838
734,"Wednesday, March 14, 2012","Wednesday, February 29, 2012",SO47456,490,396,2,74.838
735,"Tuesday, April 10, 2012","Friday, March 30, 2012",SO47706,414,396,2,74.838
736,"Sunday, August 19, 2012","Tuesday, July 31, 2012",SO49125,435,396,2,74.838
737,"Thursday, January 5, 2012","Thursday, December 29, 2011",SO46645,245,411,2,125.415
738,"Monday, March 19, 2012","Wednesday, February 29, 2012",SO47365,678,411,2,125.415
739,"Saturday, February 11, 2012","Sunday, January 29, 2012",SO47026,476,411,2,125.415
740,"Saturday, February 18, 2012","Sunday, January 29, 2012",SO47045,309,411,2,125.415
741,"Thursday, May 10, 2012","Monday, April 30, 2012",SO47976,667,411,2,125.415
742,"Wednesday, June 6, 2012","Wednesday, May 30, 2012",SO48315,349,411,2,125.415
743,"Sunday, December 16, 2012","Wednesday, November 28, 2012",SO50756,585,411,2,125.415
744,"Friday, November 9, 2012","Sunday, October 28, 2012",SO50246,317,414,2,149.031
745,"Tuesday, February 7, 2012","Sunday, January 29, 2012",SO46965,77,414,2,149.031
746,"Sunday, February 19, 2012","Sunday, January 29, 2012",SO46996,512,414,2,149.031
747,"Tuesday, February 14, 2012","Sunday, January 29, 2012",SO47035,528,414,2,149.031
748,"Friday, April 20, 2012","Friday, March 30, 2012",SO47675,618,414,2,149.031
749,"Tuesday, May 15, 2012","Monday, April 30, 2012",SO47975,558,414,2,149.031
750,"Thursday, May 10, 2012","Monday, April 30, 2012",SO48056,257,414,2,149.031
751,"Friday, October 19, 2012","Friday, September 28, 2012",SO49865,81,414,2,149.031
752,"Wednesday, December 12, 2012","Wednesday, November 28, 2012",SO50696,579,414,2,149.031
753,"Monday, October 15, 2012","Friday, September 28, 2012",SO49855,442,420,2,141.615
754,"Tuesday, December 11, 2012","Wednesday, November 28, 2012",SO50676,497,420,2,141.615
755,"Wednesday, February 8, 2012","Sunday, January 29, 2012",SO47045,309,420,2,141.615
756,"Tuesday, July 17, 2012","Saturday, June 30, 2012",SO48776,414,420,2,141.615
757,"Thursday, August 16, 2012","Tuesday, July 31, 2012",SO49105,650,420,2,141.615
758,"Friday, October 5, 2012","Friday, September 28, 2012",SO49825,125,420,2,141.615
759,"Sunday, November 18, 2012","Sunday, October 28, 2012",SO50285,323,420,2,141.615
760,"Saturday, November 10, 2012","Sunday, October 28, 2012",SO50306,566,420,2,141.615
761,"Wednesday, December 5, 2012","Wednesday, November 28, 2012",SO50675,327,420,2,141.615
762,"Wednesday, December 12, 2012","Wednesday, November 28, 2012",SO50745,61,420,2,141.615
763,"Sunday, February 5, 2012","Sunday, January 29, 2012",SO47046,612,423,2,165.231
764,"Wednesday, March 7, 2012","Wednesday, February 29, 2012",SO47395,72,423,2,165.231
765,"Sunday, March 18, 2012","Wednesday, February 29, 2012",SO47455,170,423,2,165.231
766,"Tuesday, February 5, 2013","Monday, January 28, 2013",SO51715,43,527,2,158.43
767,"Friday, February 15, 2013","Monday, January 28, 2013",SO51845,312,525,2,158.43
768,"Saturday, February 9, 2013","Monday, January 28, 2013",SO51825,345,526,2,158.43
769,"Thursday, March 21, 2013","Thursday, February 28, 2013",SO53465,678,527,2,158.43
770,"Tuesday, March 19, 2013","Thursday, February 28, 2013",SO53606,61,525,2,158.43
771,"Tuesday, May 14, 2013","Tuesday, April 30, 2013",SO57065,233,525,2,158.43
772,"Sunday, May 12, 2013","Tuesday, April 30, 2013",SO57145,435,525,2,158.43
