FinanceKey,Date,OrganizationKey,DepartmentGroupKey,AccountKey,Scenario,Amount
43327,"Thursday, August 29, 2013",5,6,52,Actual,23999
43328,"Thursday, August 29, 2013",5,6,53,Actual,8999
43329,"Thursday, August 29, 2013",5,6,54,Actual,38
43330,"Thursday, August 29, 2013",5,6,56,Actual,111264
43331,"Thursday, August 29, 2013",5,6,57,Actual,8999
43332,"Thursday, August 29, 2013",5,6,60,Actual,41897
43333,"Thursday, August 29, 2013",5,6,61,Actual,5158
43334,"Thursday, August 29, 2013",5,6,62,Actual,3009
43335,"Thursday, August 29, 2013",5,6,63,Actual,5399
43336,"Thursday, August 29, 2013",5,6,65,Actual,604
43337,"Thursday, August 29, 2013",5,6,66,Actual,549
43338,"Thursday, August 29, 2013",5,6,67,Actual,277
43339,"Thursday, August 29, 2013",5,6,68,Actual,208
43340,"Thursday, August 29, 2013",5,6,69,Actual,60
43341,"Thursday, August 29, 2013",5,6,71,Actual,90
43342,"Thursday, August 29, 2013",5,6,72,Actual,269
43343,"Thursday, August 29, 2013",5,6,73,Actual,399
43344,"Thursday, August 29, 2013",5,6,74,Actual,334
43345,"Thursday, August 29, 2013",5,6,76,Actual,2601
43346,"Thursday, August 29, 2013",5,6,77,Actual,873
43347,"Thursday, August 29, 2013",5,6,78,Actual,249
43348,"Thursday, August 29, 2013",5,6,80,Actual,946
43349,"Thursday, August 29, 2013",5,6,81,Actual,585
43350,"Thursday, August 29, 2013",5,6,82,Actual,56
43351,"Thursday, August 29, 2013",5,6,83,Actual,195
43352,"Thursday, August 29, 2013",5,6,84,Actual,162
43353,"Thursday, August 29, 2013",5,6,85,Actual,157
43354,"Thursday, August 29, 2013",5,6,87,Actual,891
43355,"Thursday, August 29, 2013",5,6,89,Actual,176
43356,"Thursday, August 29, 2013",5,6,90,Actual,270
43357,"Thursday, August 29, 2013",5,6,91,Actual,-216
43358,"Thursday, August 29, 2013",5,6,92,Actual,360
43359,"Thursday, August 29, 2013",5,6,94,Actual,17767
43360,"Thursday, August 29, 2013",5,6,51,Actual,299992
45008,"Sunday, September 29, 2013",5,6,52,Actual,9442
45009,"Sunday, September 29, 2013",5,6,53,Actual,4721
45010,"Sunday, September 29, 2013",5,6,54,Actual,5
45011,"Sunday, September 29, 2013",5,6,56,Actual,63219
45012,"Sunday, September 29, 2013",5,6,57,Actual,14163
45013,"Sunday, September 29, 2013",5,6,60,Actual,49639
45014,"Sunday, September 29, 2013",5,6,61,Actual,5093
45015,"Sunday, September 29, 2013",5,6,62,Actual,3056
45016,"Sunday, September 29, 2013",5,6,63,Actual,8498
45017,"Sunday, September 29, 2013",5,6,65,Actual,515
45018,"Sunday, September 29, 2013",5,6,66,Actual,468
45019,"Sunday, September 29, 2013",5,6,67,Actual,248
45020,"Sunday, September 29, 2013",5,6,68,Actual,188
45021,"Sunday, September 29, 2013",5,6,69,Actual,52
45022,"Sunday, September 29, 2013",5,6,71,Actual,77
45023,"Sunday, September 29, 2013",5,6,72,Actual,637
45024,"Sunday, September 29, 2013",5,6,73,Actual,373
45025,"Sunday, September 29, 2013",5,6,74,Actual,302
45026,"Sunday, September 29, 2013",5,6,76,Actual,2084
45027,"Sunday, September 29, 2013",5,6,77,Actual,846
45028,"Sunday, September 29, 2013",5,6,78,Actual,254
45029,"Sunday, September 29, 2013",5,6,80,Actual,977
45030,"Sunday, September 29, 2013",5,6,81,Actual,605
45031,"Sunday, September 29, 2013",5,6,82,Actual,59
45032,"Sunday, September 29, 2013",5,6,83,Actual,207
45033,"Sunday, September 29, 2013",5,6,84,Actual,174
45034,"Sunday, September 29, 2013",5,6,85,Actual,166
45035,"Sunday, September 29, 2013",5,6,87,Actual,891
45036,"Sunday, September 29, 2013",5,6,89,Actual,189
45037,"Sunday, September 29, 2013",5,6,90,Actual,290
45038,"Sunday, September 29, 2013",5,6,91,Actual,-232
45039,"Sunday, September 29, 2013",5,6,92,Actual,387
45040,"Sunday, September 29, 2013",5,6,94,Actual,15642
45041,"Sunday, September 29, 2013",5,6,51,Actual,236056
46682,"Tuesday, October 29, 2013",5,6,52,Actual,24972
46683,"Tuesday, October 29, 2013",5,6,53,Actual,12486
46684,"Tuesday, October 29, 2013",5,6,54,Actual,6729
46685,"Tuesday, October 29, 2013",5,6,56,Actual,123371
46686,"Tuesday, October 29, 2013",5,6,57,Actual,24972
46687,"Tuesday, October 29, 2013",5,6,60,Actual,55973
46688,"Tuesday, October 29, 2013",5,6,61,Actual,6891
46689,"Tuesday, October 29, 2013",5,6,62,Actual,4020
46690,"Tuesday, October 29, 2013",5,6,63,Actual,14983
46691,"Tuesday, October 29, 2013",5,6,65,Actual,690
46692,"Tuesday, October 29, 2013",5,6,66,Actual,627
46693,"Tuesday, October 29, 2013",5,6,67,Actual,328
46694,"Tuesday, October 29, 2013",5,6,68,Actual,246
46695,"Tuesday, October 29, 2013",5,6,69,Actual,69
46696,"Tuesday, October 29, 2013",5,6,71,Actual,106
46697,"Tuesday, October 29, 2013",5,6,72,Actual,749
46698,"Tuesday, October 29, 2013",5,6,73,Actual,471
46699,"Tuesday, October 29, 2013",5,6,74,Actual,338
46700,"Tuesday, October 29, 2013",5,6,76,Actual,3510
46701,"Tuesday, October 29, 2013",5,6,77,Actual,1031
46702,"Tuesday, October 29, 2013",5,6,78,Actual,299
46703,"Tuesday, October 29, 2013",5,6,80,Actual,1155
46704,"Tuesday, October 29, 2013",5,6,81,Actual,715
46705,"Tuesday, October 29, 2013",5,6,82,Actual,70
46706,"Tuesday, October 29, 2013",5,6,83,Actual,248
46707,"Tuesday, October 29, 2013",5,6,84,Actual,208
46708,"Tuesday, October 29, 2013",5,6,85,Actual,198
46709,"Tuesday, October 29, 2013",5,6,87,Actual,1053
46710,"Tuesday, October 29, 2013",5,6,89,Actual,226
46711,"Tuesday, October 29, 2013",5,6,90,Actual,347
46712,"Tuesday, October 29, 2013",5,6,91,Actual,-278
46713,"Tuesday, October 29, 2013",5,6,92,Actual,462
46714,"Tuesday, October 29, 2013",5,6,94,Actual,29169
46715,"Tuesday, October 29, 2013",5,6,51,Actual,416200
48361,"Friday, November 29, 2013",5,6,52,Actual,8990
48362,"Friday, November 29, 2013",5,6,53,Actual,8990
48363,"Friday, November 29, 2013",5,6,54,Actual,4534
48364,"Friday, November 29, 2013",5,6,56,Actual,134705
48365,"Friday, November 29, 2013",5,6,57,Actual,6743
48366,"Friday, November 29, 2013",5,6,60,Actual,53820
48367,"Friday, November 29, 2013",5,6,61,Actual,5522
48368,"Friday, November 29, 2013",5,6,62,Actual,2761
48369,"Friday, November 29, 2013",5,6,63,Actual,16183
48370,"Friday, November 29, 2013",5,6,65,Actual,515
48371,"Friday, November 29, 2013",5,6,66,Actual,468
48372,"Friday, November 29, 2013",5,6,67,Actual,246
48373,"Friday, November 29, 2013",5,6,68,Actual,187
48374,"Friday, November 29, 2013",5,6,69,Actual,52
48375,"Friday, November 29, 2013",5,6,71,Actual,76
48376,"Friday, November 29, 2013",5,6,72,Actual,1618
48377,"Friday, November 29, 2013",5,6,73,Actual,395
48378,"Friday, November 29, 2013",5,6,74,Actual,281
48379,"Friday, November 29, 2013",5,6,76,Actual,3478
48380,"Friday, November 29, 2013",5,6,77,Actual,958
48381,"Friday, November 29, 2013",5,6,78,Actual,314
48382,"Friday, November 29, 2013",5,6,80,Actual,1301
48383,"Friday, November 29, 2013",5,6,81,Actual,806
48384,"Friday, November 29, 2013",5,6,82,Actual,84
48385,"Friday, November 29, 2013",5,6,83,Actual,293
48386,"Friday, November 29, 2013",5,6,84,Actual,259
48387,"Friday, November 29, 2013",5,6,85,Actual,234
48388,"Friday, November 29, 2013",5,6,87,Actual,1053
48389,"Friday, November 29, 2013",5,6,89,Actual,281
48390,"Friday, November 29, 2013",5,6,90,Actual,432
48391,"Friday, November 29, 2013",5,6,91,Actual,-346
48392,"Friday, November 29, 2013",5,6,92,Actual,577
48393,"Friday, November 29, 2013",5,6,94,Actual,32847
48394,"Friday, November 29, 2013",5,6,51,Actual,449538
265,"Wednesday, December 29, 2010",5,6,52,Budget,2169.04
266,"Wednesday, December 29, 2010",5,6,53,Budget,-338.2
267,"Wednesday, December 29, 2010",5,6,56,Budget,19497.08
268,"Wednesday, December 29, 2010",5,6,57,Budget,314.3
269,"Wednesday, December 29, 2010",5,6,60,Budget,32674.75
270,"Wednesday, December 29, 2010",5,6,61,Budget,2077.37
271,"Wednesday, December 29, 2010",5,6,62,Budget,2802.23
272,"Wednesday, December 29, 2010",5,6,63,Budget,3159.54
273,"Wednesday, December 29, 2010",5,6,65,Budget,390.66
274,"Wednesday, December 29, 2010",5,6,66,Budget,702.59
275,"Wednesday, December 29, 2010",5,6,67,Budget,294.63
276,"Wednesday, December 29, 2010",5,6,68,Budget,194.07
277,"Wednesday, December 29, 2010",5,6,69,Budget,55.37
278,"Wednesday, December 29, 2010",5,6,71,Budget,58.47
279,"Wednesday, December 29, 2010",5,6,72,Budget,216.94
280,"Wednesday, December 29, 2010",5,6,73,Budget,412
281,"Wednesday, December 29, 2010",5,6,74,Budget,196.53
282,"Wednesday, December 29, 2010",5,6,76,Budget,567.09
283,"Wednesday, December 29, 2010",5,6,77,Budget,465.67
284,"Wednesday, December 29, 2010",5,6,78,Budget,188.18
285,"Wednesday, December 29, 2010",5,6,80,Budget,829.79
286,"Wednesday, December 29, 2010",5,6,81,Budget,518.37
287,"Wednesday, December 29, 2010",5,6,82,Budget,57.73
288,"Wednesday, December 29, 2010",5,6,83,Budget,151.58
289,"Wednesday, December 29, 2010",5,6,84,Budget,93.79
290,"Wednesday, December 29, 2010",5,6,85,Budget,139.27
291,"Wednesday, December 29, 2010",5,6,87,Budget,542.76
292,"Wednesday, December 29, 2010",5,6,89,Budget,79.66
293,"Wednesday, December 29, 2010",5,6,90,Budget,165.5
294,"Wednesday, December 29, 2010",5,6,91,Budget,-146.18
295,"Wednesday, December 29, 2010",5,6,92,Budget,302.28
296,"Wednesday, December 29, 2010",5,6,94,Budget,2982.18
297,"Wednesday, December 29, 2010",5,6,51,Budget,68464.8
1288,"Saturday, January 29, 2011",5,6,52,Budget,30824.82
1289,"Saturday, January 29, 2011",5,6,53,Budget,17092.9
1290,"Saturday, January 29, 2011",5,6,54,Budget,1030.34
1291,"Saturday, January 29, 2011",5,6,56,Budget,116738.72
1292,"Saturday, January 29, 2011",5,6,57,Budget,4319.37
1293,"Saturday, January 29, 2011",5,6,60,Budget,26676.54
1294,"Saturday, January 29, 2011",5,6,61,Budget,2888.26
1295,"Saturday, January 29, 2011",5,6,62,Budget,812.69
1296,"Saturday, January 29, 2011",5,6,63,Budget,23840.92
1297,"Saturday, January 29, 2011",5,6,65,Budget,315.34
1298,"Saturday, January 29, 2011",5,6,66,Budget,278.58
1299,"Saturday, January 29, 2011",5,6,67,Budget,174.26
1300,"Saturday, January 29, 2011",5,6,68,Budget,156.25
1301,"Saturday, January 29, 2011",5,6,69,Budget,32.51
1302,"Saturday, January 29, 2011",5,6,71,Budget,81.13
1303,"Saturday, January 29, 2011",5,6,72,Budget,457.87
1304,"Saturday, January 29, 2011",5,6,73,Budget,234.46
1305,"Saturday, January 29, 2011",5,6,74,Budget,131.44
1306,"Saturday, January 29, 2011",5,6,76,Budget,1571.87
1307,"Saturday, January 29, 2011",5,6,77,Budget,339.34
1308,"Saturday, January 29, 2011",5,6,78,Budget,116.46
1309,"Saturday, January 29, 2011",5,6,80,Budget,522.31
1310,"Saturday, January 29, 2011",5,6,81,Budget,317.27
1311,"Saturday, January 29, 2011",5,6,82,Budget,54.03
1312,"Saturday, January 29, 2011",5,6,83,Budget,201.29
1313,"Saturday, January 29, 2011",5,6,84,Budget,158.89
1314,"Saturday, January 29, 2011",5,6,85,Budget,115.17
1315,"Saturday, January 29, 2011",5,6,87,Budget,411.18
1316,"Saturday, January 29, 2011",5,6,89,Budget,118.65
1317,"Saturday, January 29, 2011",5,6,90,Budget,212.26
1318,"Saturday, January 29, 2011",5,6,91,Budget,-75.13
1319,"Saturday, January 29, 2011",5,6,92,Budget,309.58
1320,"Saturday, January 29, 2011",5,6,94,Budget,29109.53
1321,"Saturday, January 29, 2011",5,6,51,Budget,428114.66
2307,"Tuesday, March 1, 2011",5,6,52,Budget,18598.47
2308,"Tuesday, March 1, 2011",5,6,56,Budget,49018.77
2309,"Tuesday, March 1, 2011",5,6,57,Budget,5112.2
2310,"Tuesday, March 1, 2011",5,6,60,Budget,21259.45
2311,"Tuesday, March 1, 2011",5,6,61,Budget,5930.42
2312,"Tuesday, March 1, 2011",5,6,62,Budget,2750.89
2313,"Tuesday, March 1, 2011",5,6,63,Budget,4634.03
2314,"Tuesday, March 1, 2011",5,6,65,Budget,489.35
2315,"Tuesday, March 1, 2011",5,6,66,Budget,464.45
2316,"Tuesday, March 1, 2011",5,6,67,Budget,190.08
2317,"Tuesday, March 1, 2011",5,6,68,Budget,129.62
2318,"Tuesday, March 1, 2011",5,6,69,Budget,35.27
2319,"Tuesday, March 1, 2011",5,6,71,Budget,58.78
2320,"Tuesday, March 1, 2011",5,6,72,Budget,195.58
2321,"Tuesday, March 1, 2011",5,6,73,Budget,212.44
2322,"Tuesday, March 1, 2011",5,6,74,Budget,244.9
2323,"Tuesday, March 1, 2011",5,6,76,Budget,942.29
2324,"Tuesday, March 1, 2011",5,6,77,Budget,568.92
2325,"Tuesday, March 1, 2011",5,6,78,Budget,288.13
2326,"Tuesday, March 1, 2011",5,6,80,Budget,1114.88
2327,"Tuesday, March 1, 2011",5,6,81,Budget,533.22
2328,"Tuesday, March 1, 2011",5,6,82,Budget,48.19
2329,"Tuesday, March 1, 2011",5,6,83,Budget,293.45
2330,"Tuesday, March 1, 2011",5,6,84,Budget,157.37
2331,"Tuesday, March 1, 2011",5,6,85,Budget,153.18
2332,"Tuesday, March 1, 2011",5,6,87,Budget,690.48
2333,"Tuesday, March 1, 2011",5,6,89,Budget,249.14
2334,"Tuesday, March 1, 2011",5,6,90,Budget,380.65
2335,"Tuesday, March 1, 2011",5,6,91,Budget,-240.33
2336,"Tuesday, March 1, 2011",5,6,92,Budget,533.36
2337,"Tuesday, March 1, 2011",5,6,94,Budget,18307.3
2338,"Tuesday, March 1, 2011",5,6,51,Budget,118833.42
3331,"Thursday, March 31, 2011",5,6,52,Budget,4600.68
3332,"Thursday, March 31, 2011",5,6,53,Budget,5953.25
3333,"Thursday, March 31, 2011",5,6,56,Budget,45853.87
3334,"Thursday, March 31, 2011",5,6,60,Budget,34801.4
3335,"Thursday, March 31, 2011",5,6,61,Budget,3247.8
3336,"Thursday, March 31, 2011",5,6,62,Budget,1248.11
3337,"Thursday, March 31, 2011",5,6,63,Budget,3033.35
3338,"Thursday, March 31, 2011",5,6,65,Budget,251.08
3339,"Thursday, March 31, 2011",5,6,66,Budget,553.57
3340,"Thursday, March 31, 2011",5,6,67,Budget,112.17
3341,"Thursday, March 31, 2011",5,6,68,Budget,227.42
3342,"Thursday, March 31, 2011",5,6,69,Budget,35.48
3343,"Thursday, March 31, 2011",5,6,71,Budget,32.57
3344,"Thursday, March 31, 2011",5,6,72,Budget,335.39
3345,"Thursday, March 31, 2011",5,6,73,Budget,344.64
3346,"Thursday, March 31, 2011",5,6,74,Budget,226.76
3347,"Thursday, March 31, 2011",5,6,76,Budget,977.15
3348,"Thursday, March 31, 2011",5,6,77,Budget,518.82
3349,"Thursday, March 31, 2011",5,6,78,Budget,250.11
3350,"Thursday, March 31, 2011",5,6,80,Budget,1288.41
3351,"Thursday, March 31, 2011",5,6,81,Budget,786.81
3352,"Thursday, March 31, 2011",5,6,82,Budget,87.48
3353,"Thursday, March 31, 2011",5,6,83,Budget,185.9
3354,"Thursday, March 31, 2011",5,6,84,Budget,194.65
3355,"Thursday, March 31, 2011",5,6,85,Budget,171.28
3356,"Thursday, March 31, 2011",5,6,87,Budget,527.04
3357,"Thursday, March 31, 2011",5,6,89,Budget,272.41
3358,"Thursday, March 31, 2011",5,6,90,Budget,294.67
3359,"Thursday, March 31, 2011",5,6,91,Budget,-208.9
3360,"Thursday, March 31, 2011",5,6,92,Budget,443.66
3361,"Thursday, March 31, 2011",5,6,94,Budget,13081.33
3362,"Thursday, March 31, 2011",5,6,51,Budget,100190.39
4355,"Sunday, May 1, 2011",5,6,52,Budget,20151.49
4356,"Sunday, May 1, 2011",5,6,53,Budget,9009.32
4357,"Sunday, May 1, 2011",5,6,54,Budget,0.76
4358,"Sunday, May 1, 2011",5,6,56,Budget,125527.3
4359,"Sunday, May 1, 2011",5,6,57,Budget,11135.22
4360,"Sunday, May 1, 2011",5,6,60,Budget,36239.83
4361,"Sunday, May 1, 2011",5,6,61,Budget,1929.88
4362,"Sunday, May 1, 2011",5,6,62,Budget,1945.27
4363,"Sunday, May 1, 2011",5,6,63,Budget,25229.92
4364,"Sunday, May 1, 2011",5,6,65,Budget,429.76
4365,"Sunday, May 1, 2011",5,6,66,Budget,259.66
4366,"Sunday, May 1, 2011",5,6,67,Budget,82.92
4367,"Sunday, May 1, 2011",5,6,68,Budget,167.73
4368,"Sunday, May 1, 2011",5,6,69,Budget,48.84
4369,"Sunday, May 1, 2011",5,6,71,Budget,63.7
4370,"Sunday, May 1, 2011",5,6,72,Budget,1147.51
4371,"Sunday, May 1, 2011",5,6,73,Budget,161.14
4372,"Sunday, May 1, 2011",5,6,74,Budget,106.77
4373,"Sunday, May 1, 2011",5,6,76,Budget,2533.89
4374,"Sunday, May 1, 2011",5,6,77,Budget,411.98
4375,"Sunday, May 1, 2011",5,6,78,Budget,156.23
4376,"Sunday, May 1, 2011",5,6,80,Budget,504.05
4377,"Sunday, May 1, 2011",5,6,81,Budget,646.72
4378,"Sunday, May 1, 2011",5,6,82,Budget,39.27
4379,"Sunday, May 1, 2011",5,6,83,Budget,149.52
4380,"Sunday, May 1, 2011",5,6,84,Budget,119.34
4381,"Sunday, May 1, 2011",5,6,85,Budget,155.08
4382,"Sunday, May 1, 2011",5,6,87,Budget,610.08
4383,"Sunday, May 1, 2011",5,6,89,Budget,101.11
4384,"Sunday, May 1, 2011",5,6,90,Budget,182.06
4385,"Sunday, May 1, 2011",5,6,91,Budget,-225.59
4386,"Sunday, May 1, 2011",5,6,92,Budget,310.1
4387,"Sunday, May 1, 2011",5,6,94,Budget,52875.94
4388,"Sunday, May 1, 2011",5,6,51,Budget,604613.42
5381,"Tuesday, May 31, 2011",5,6,52,Budget,32185.35
5382,"Tuesday, May 31, 2011",5,6,53,Budget,4932.6
5383,"Tuesday, May 31, 2011",5,6,54,Budget,1.04
5384,"Tuesday, May 31, 2011",5,6,56,Budget,84787.52
5385,"Tuesday, May 31, 2011",5,6,57,Budget,13236.31
5386,"Tuesday, May 31, 2011",5,6,60,Budget,19031.99
5387,"Tuesday, May 31, 2011",5,6,61,Budget,3674.12
5388,"Tuesday, May 31, 2011",5,6,62,Budget,2156.01
5389,"Tuesday, May 31, 2011",5,6,63,Budget,20067.36
5390,"Tuesday, May 31, 2011",5,6,65,Budget,824.17
5391,"Tuesday, May 31, 2011",5,6,66,Budget,476.91
5392,"Tuesday, May 31, 2011",5,6,67,Budget,335.37
5393,"Tuesday, May 31, 2011",5,6,68,Budget,260.41
5394,"Tuesday, May 31, 2011",5,6,69,Budget,81.47
5395,"Tuesday, May 31, 2011",5,6,71,Budget,23.03
5396,"Tuesday, May 31, 2011",5,6,72,Budget,454.59
5397,"Tuesday, May 31, 2011",5,6,73,Budget,313.18
5398,"Tuesday, May 31, 2011",5,6,74,Budget,209.92
5399,"Tuesday, May 31, 2011",5,6,76,Budget,3859.04
5400,"Tuesday, May 31, 2011",5,6,77,Budget,395.73
5401,"Tuesday, May 31, 2011",5,6,78,Budget,263.61
5402,"Tuesday, May 31, 2011",5,6,80,Budget,546.58
5403,"Tuesday, May 31, 2011",5,6,81,Budget,371.3
5404,"Tuesday, May 31, 2011",5,6,82,Budget,40.75
5405,"Tuesday, May 31, 2011",5,6,83,Budget,91.46
5406,"Tuesday, May 31, 2011",5,6,84,Budget,99.88
5407,"Tuesday, May 31, 2011",5,6,85,Budget,100.99
5408,"Tuesday, May 31, 2011",5,6,87,Budget,701.62
5409,"Tuesday, May 31, 2011",5,6,89,Budget,207.98
5410,"Tuesday, May 31, 2011",5,6,90,Budget,293.89
5411,"Tuesday, May 31, 2011",5,6,91,Budget,-163.91
5412,"Tuesday, May 31, 2011",5,6,92,Budget,279.89
5413,"Tuesday, May 31, 2011",5,6,94,Budget,34305.83
5414,"Tuesday, May 31, 2011",5,6,51,Budget,543667.99
6405,"Friday, July 1, 2011",5,6,52,Budget,4115.55
6406,"Friday, July 1, 2011",5,6,53,Budget,1961.59
6407,"Friday, July 1, 2011",5,6,56,Budget,35849.39
6408,"Friday, July 1, 2011",5,6,57,Budget,4209.98
6409,"Friday, July 1, 2011",5,6,60,Budget,40611.71
6410,"Friday, July 1, 2011",5,6,61,Budget,3236.08
6411,"Friday, July 1, 2011",5,6,62,Budget,2657.65
6412,"Friday, July 1, 2011",5,6,63,Budget,3600.53
6413,"Friday, July 1, 2011",5,6,65,Budget,667.34
6414,"Friday, July 1, 2011",5,6,66,Budget,503.96
6415,"Friday, July 1, 2011",5,6,67,Budget,200.48
6416,"Friday, July 1, 2011",5,6,68,Budget,128.3
6417,"Friday, July 1, 2011",5,6,69,Budget,62.8
6418,"Friday, July 1, 2011",5,6,71,Budget,82.59
6419,"Friday, July 1, 2011",5,6,72,Budget,344.7
6420,"Friday, July 1, 2011",5,6,73,Budget,201.2
6421,"Friday, July 1, 2011",5,6,74,Budget,217.63
6422,"Friday, July 1, 2011",5,6,76,Budget,1200.98
6423,"Friday, July 1, 2011",5,6,77,Budget,486.42
6424,"Friday, July 1, 2011",5,6,78,Budget,202.3
6425,"Friday, July 1, 2011",5,6,80,Budget,901.8
6426,"Friday, July 1, 2011",5,6,81,Budget,281.85
6427,"Friday, July 1, 2011",5,6,82,Budget,65.57
6428,"Friday, July 1, 2011",5,6,83,Budget,145.57
6429,"Friday, July 1, 2011",5,6,84,Budget,194.27
6430,"Friday, July 1, 2011",5,6,85,Budget,140.42
6431,"Friday, July 1, 2011",5,6,87,Budget,597.8
6432,"Friday, July 1, 2011",5,6,89,Budget,79.63
6433,"Friday, July 1, 2011",5,6,90,Budget,220.93
6434,"Friday, July 1, 2011",5,6,91,Budget,-152.98
6435,"Friday, July 1, 2011",5,6,92,Budget,413.15
6436,"Friday, July 1, 2011",5,6,94,Budget,2861.45
6437,"Friday, July 1, 2011",5,6,51,Budget,82686.37
7428,"Monday, August 1, 2011",5,6,52,Budget,16399.84
7429,"Monday, August 1, 2011",5,6,53,Budget,11007.94
7430,"Monday, August 1, 2011",5,6,54,Budget,1.2
7431,"Monday, August 1, 2011",5,6,56,Budget,68564.48
7432,"Monday, August 1, 2011",5,6,57,Budget,11679.29
7433,"Monday, August 1, 2011",5,6,60,Budget,22751.76
7434,"Monday, August 1, 2011",5,6,61,Budget,1941.14
7435,"Monday, August 1, 2011",5,6,62,Budget,2273.84
7436,"Monday, August 1, 2011",5,6,63,Budget,13007.79
7437,"Monday, August 1, 2011",5,6,65,Budget,520.45
7438,"Monday, August 1, 2011",5,6,66,Budget,352.57
7439,"Monday, August 1, 2011",5,6,67,Budget,158.57
7440,"Monday, August 1, 2011",5,6,68,Budget,183.07
7441,"Monday, August 1, 2011",5,6,69,Budget,39.17
7442,"Monday, August 1, 2011",5,6,71,Budget,62.52
7443,"Monday, August 1, 2011",5,6,72,Budget,248.36
7444,"Monday, August 1, 2011",5,6,73,Budget,216.4
7445,"Monday, August 1, 2011",5,6,74,Budget,169.12
7446,"Monday, August 1, 2011",5,6,76,Budget,4474.15
7447,"Monday, August 1, 2011",5,6,77,Budget,601.28
7448,"Monday, August 1, 2011",5,6,78,Budget,224.42
7449,"Monday, August 1, 2011",5,6,80,Budget,725.97
7450,"Monday, August 1, 2011",5,6,81,Budget,243.17
7451,"Monday, August 1, 2011",5,6,82,Budget,38.61
7452,"Monday, August 1, 2011",5,6,83,Budget,107.39
7453,"Monday, August 1, 2011",5,6,84,Budget,160.72
7454,"Monday, August 1, 2011",5,6,85,Budget,67.49
7455,"Monday, August 1, 2011",5,6,87,Budget,875.29
7456,"Monday, August 1, 2011",5,6,89,Budget,147.41
7457,"Monday, August 1, 2011",5,6,90,Budget,221.36
7458,"Monday, August 1, 2011",5,6,91,Budget,-104.6
7459,"Monday, August 1, 2011",5,6,92,Budget,189.53
7460,"Monday, August 1, 2011",5,6,94,Budget,28934.48
7461,"Monday, August 1, 2011",5,6,51,Budget,306190.09
8448,"Monday, August 29, 2011",5,6,52,Budget,3699.98
8449,"Monday, August 29, 2011",5,6,56,Budget,121326.89
8450,"Monday, August 29, 2011",5,6,57,Budget,10414.92
8451,"Monday, August 29, 2011",5,6,60,Budget,41464.94
8452,"Monday, August 29, 2011",5,6,61,Budget,2018.22
8453,"Monday, August 29, 2011",5,6,62,Budget,1439.44
8454,"Monday, August 29, 2011",5,6,63,Budget,11883.2
8455,"Monday, August 29, 2011",5,6,65,Budget,358.58
8456,"Monday, August 29, 2011",5,6,66,Budget,296.64
8457,"Monday, August 29, 2011",5,6,67,Budget,175.7
8458,"Monday, August 29, 2011",5,6,68,Budget,130.52
8459,"Monday, August 29, 2011",5,6,69,Budget,59.55
8460,"Monday, August 29, 2011",5,6,71,Budget,38.12
8461,"Monday, August 29, 2011",5,6,72,Budget,1377.57
8462,"Monday, August 29, 2011",5,6,73,Budget,431.05
8463,"Monday, August 29, 2011",5,6,74,Budget,144.88
8464,"Monday, August 29, 2011",5,6,76,Budget,1997.77
8465,"Monday, August 29, 2011",5,6,77,Budget,478.4
8466,"Monday, August 29, 2011",5,6,78,Budget,187.81
8467,"Monday, August 29, 2011",5,6,80,Budget,451.89
8468,"Monday, August 29, 2011",5,6,81,Budget,334.19
8469,"Monday, August 29, 2011",5,6,82,Budget,42.81
8470,"Monday, August 29, 2011",5,6,83,Budget,171.58
8471,"Monday, August 29, 2011",5,6,84,Budget,256.02
8472,"Monday, August 29, 2011",5,6,85,Budget,172.52
8473,"Monday, August 29, 2011",5,6,87,Budget,944.52
8474,"Monday, August 29, 2011",5,6,89,Budget,179.97
8475,"Monday, August 29, 2011",5,6,90,Budget,277.51
8476,"Monday, August 29, 2011",5,6,91,Budget,-137.22
8477,"Monday, August 29, 2011",5,6,92,Budget,326.25
8478,"Monday, August 29, 2011",5,6,94,Budget,44522.28
8479,"Monday, August 29, 2011",5,6,51,Budget,380883.68
9468,"Thursday, September 29, 2011",5,6,52,Budget,7040.02
9469,"Thursday, September 29, 2011",5,6,56,Budget,45961.36
9470,"Thursday, September 29, 2011",5,6,57,Budget,5536.49
9471,"Thursday, September 29, 2011",5,6,60,Budget,32535.83
9472,"Thursday, September 29, 2011",5,6,61,Budget,3394.93
9473,"Thursday, September 29, 2011",5,6,62,Budget,4896.85
9474,"Thursday, September 29, 2011",5,6,63,Budget,3658.04
9475,"Thursday, September 29, 2011",5,6,65,Budget,574.9
9476,"Thursday, September 29, 2011",5,6,66,Budget,450.95
9477,"Thursday, September 29, 2011",5,6,67,Budget,185.13
9478,"Thursday, September 29, 2011",5,6,68,Budget,116.35
9479,"Thursday, September 29, 2011",5,6,69,Budget,91.32
9480,"Thursday, September 29, 2011",5,6,71,Budget,135.48
9481,"Thursday, September 29, 2011",5,6,72,Budget,152.99
9482,"Thursday, September 29, 2011",5,6,73,Budget,491.32
9483,"Thursday, September 29, 2011",5,6,74,Budget,306.75
9484,"Thursday, September 29, 2011",5,6,76,Budget,1544.11
9485,"Thursday, September 29, 2011",5,6,77,Budget,735.32
9486,"Thursday, September 29, 2011",5,6,78,Budget,209.38
9487,"Thursday, September 29, 2011",5,6,80,Budget,641.58
