Year,MonthNo,CountryCode,ProductKey,UnitCost,Date
2013,1,GB,517,9.477,"Tuesday, January 1, 2013"
2013,1,GB,521,4.884,"Tuesday, January 1, 2013"
2013,1,GB,522,7.047,"Tuesday, January 1, 2013"
2013,1,GB,523,9.477,"Tuesday, January 1, 2013"
2013,1,GB,524,47.496,"Tuesday, January 1, 2013"
2013,1,GB,527,47.529,"Tuesday, January 1, 2013"
2013,1,GB,533,44.964,"Tuesday, January 1, 2013"
2013,1,GB,542,7.29,"Tuesday, January 1, 2013"
2013,1,GB,543,11.178,"Tuesday, January 1, 2013"
2013,1,GB,544,14.571,"Tuesday, January 1, 2013"
2013,1,GB,545,7.29,"Tuesday, January 1, 2013"
2013,1,GB,546,11.178,"Tuesday, January 1, 2013"
2013,1,GB,547,14.58,"Tuesday, January 1, 2013"
2013,1,GB,548,14.58,"Tuesday, January 1, 2013"
2013,1,GB,552,16.461,"Tuesday, January 1, 2013"
2013,1,GB,553,8.298,"Tuesday, January 1, 2013"
2013,1,GB,554,16.485,"Tuesday, January 1, 2013"
2013,1,GB,555,19.164,"Tuesday, January 1, 2013"
2013,1,GB,558,72.879,"Tuesday, January 1, 2013"
2013,1,GB,559,3.642,"Tuesday, January 1, 2013"
2013,1,GB,560,218.592,"Tuesday, January 1, 2013"
2013,1,GB,561,391.398,"Tuesday, January 1, 2013"
2013,1,GB,562,390.939,"Tuesday, January 1, 2013"
2013,1,GB,563,379.764,"Tuesday, January 1, 2013"
2013,1,GB,564,393.933,"Tuesday, January 1, 2013"
2013,1,GB,565,125.052,"Tuesday, January 1, 2013"
2013,1,GB,566,125.364,"Tuesday, January 1, 2013"
2013,1,GB,568,124.803,"Tuesday, January 1, 2013"
2013,1,GB,569,124.857,"Tuesday, January 1, 2013"
2013,1,GB,570,125.226,"Tuesday, January 1, 2013"
2013,1,GB,571,122.289,"Tuesday, January 1, 2013"
2013,1,GB,572,125.007,"Tuesday, January 1, 2013"
2013,1,GB,573,428.406,"Tuesday, January 1, 2013"
2013,1,GB,574,429.135,"Tuesday, January 1, 2013"
2013,1,GB,575,429.135,"Tuesday, January 1, 2013"
2013,1,GB,576,428.202,"Tuesday, January 1, 2013"
2013,1,GB,577,218.634,"Tuesday, January 1, 2013"
2013,1,GB,579,218.349,"Tuesday, January 1, 2013"
2013,1,GB,580,305.508,"Tuesday, January 1, 2013"
2013,1,GB,581,305.97,"Tuesday, January 1, 2013"
2013,1,GB,582,306.18,"Tuesday, January 1, 2013"
2013,1,GB,583,304.896,"Tuesday, January 1, 2013"
2013,1,GB,584,97.2,"Tuesday, January 1, 2013"
2013,1,GB,585,123.024,"Tuesday, January 1, 2013"
2013,1,GB,586,124.845,"Tuesday, January 1, 2013"
2013,1,GB,588,138.456,"Tuesday, January 1, 2013"
2013,1,GB,589,138.51,"Tuesday, January 1, 2013"
2013,1,GB,591,89.757,"Tuesday, January 1, 2013"
2013,1,GB,592,87.447,"Tuesday, January 1, 2013"
2013,1,GB,593,89.964,"Tuesday, January 1, 2013"
2013,1,GB,594,87.987,"Tuesday, January 1, 2013"
2013,1,GB,595,87.996,"Tuesday, January 1, 2013"
2013,1,GB,596,97.2,"Tuesday, January 1, 2013"
2013,1,GB,597,97.2,"Tuesday, January 1, 2013"
2013,1,GB,598,97.2,"Tuesday, January 1, 2013"
2013,1,GB,599,97.2,"Tuesday, January 1, 2013"
2013,1,GB,600,97.2,"Tuesday, January 1, 2013"
2013,1,GB,603,21.87,"Tuesday, January 1, 2013"
2013,1,GB,604,97.2,"Tuesday, January 1, 2013"
2013,1,GB,605,97.035,"Tuesday, January 1, 2013"
2013,1,GB,606,97.137,"Tuesday, January 1, 2013"
2013,8,GB,214,6.147,"Thursday, August 1, 2013"
2013,8,GB,217,6.153,"Thursday, August 1, 2013"
2013,8,GB,222,6.156,"Thursday, August 1, 2013"
2013,8,GB,225,1.605,"Thursday, August 1, 2013"
2013,8,GB,231,8.976,"Thursday, August 1, 2013"
2013,8,GB,234,8.931,"Thursday, August 1, 2013"
2013,8,GB,237,8.994,"Thursday, August 1, 2013"
2013,8,GB,255,60.702,"Thursday, August 1, 2013"
2013,8,GB,287,60.672,"Thursday, August 1, 2013"
2013,8,GB,295,245.61,"Thursday, August 1, 2013"
2013,8,GB,298,242.928,"Thursday, August 1, 2013"
2013,8,GB,306,242.928,"Thursday, August 1, 2013"
2013,8,GB,309,245.568,"Thursday, August 1, 2013"
2013,8,GB,353,417.219,"Thursday, August 1, 2013"
2013,8,GB,355,417.231,"Thursday, August 1, 2013"
2013,8,GB,357,417.39,"Thursday, August 1, 2013"
2013,8,GB,359,412.53,"Thursday, August 1, 2013"
2013,8,GB,361,412.593,"Thursday, August 1, 2013"
2013,8,GB,363,412.908,"Thursday, August 1, 2013"
2013,8,GB,372,439.803,"Thursday, August 1, 2013"
2013,8,GB,374,439.803,"Thursday, August 1, 2013"
2013,8,GB,376,439.734,"Thursday, August 1, 2013"
2013,8,GB,378,439.803,"Thursday, August 1, 2013"
2013,8,GB,380,439.803,"Thursday, August 1, 2013"
2013,8,GB,382,201.66,"Thursday, August 1, 2013"
2013,8,GB,384,201.657,"Thursday, August 1, 2013"
2013,8,GB,386,201.69,"Thursday, August 1, 2013"
2013,8,GB,388,201.69,"Thursday, August 1, 2013"
2013,8,GB,390,201.609,"Thursday, August 1, 2013"
2013,8,GB,398,8.01,"Thursday, August 1, 2013"
2013,8,GB,400,11.145,"Thursday, August 1, 2013"
2013,8,GB,434,107.031,"Thursday, August 1, 2013"
2013,8,GB,436,107.07,"Thursday, August 1, 2013"
2013,8,GB,463,4.401,"Thursday, August 1, 2013"
2013,8,GB,465,4.386,"Thursday, August 1, 2013"
2013,8,GB,471,11.238,"Thursday, August 1, 2013"
2013,8,GB,472,11.364,"Thursday, August 1, 2013"
2013,8,GB,474,12.33,"Thursday, August 1, 2013"
2013,8,GB,475,12.6,"Thursday, August 1, 2013"
2013,8,GB,476,12.351,"Thursday, August 1, 2013"
2013,8,GB,477,0.894,"Thursday, August 1, 2013"
2013,8,GB,480,0.414,"Thursday, August 1, 2013"
2013,8,GB,481,1.617,"Thursday, August 1, 2013"
2013,8,GB,482,1.602,"Thursday, August 1, 2013"
2013,8,GB,483,21.441,"Thursday, August 1, 2013"
2013,8,GB,484,1.422,"Thursday, August 1, 2013"
2013,8,GB,487,9.843,"Thursday, August 1, 2013"
2013,8,GB,488,9.696,"Thursday, August 1, 2013"
2013,8,GB,490,9.663,"Thursday, August 1, 2013"
2013,8,GB,491,9.603,"Thursday, August 1, 2013"
2013,8,GB,492,180.615,"Thursday, August 1, 2013"
2013,8,GB,493,59.979,"Thursday, August 1, 2013"
2013,8,GB,496,180.519,"Thursday, August 1, 2013"
2013,8,GB,499,180.582,"Thursday, August 1, 2013"
2013,8,GB,500,180.555,"Thursday, August 1, 2013"
2013,8,GB,502,60.018,"Thursday, August 1, 2013"
2013,8,GB,506,60,"Thursday, August 1, 2013"
2013,8,GB,507,60.018,"Thursday, August 1, 2013"
2013,8,GB,511,65.502,"Thursday, August 1, 2013"
2013,8,GB,512,65.538,"Thursday, August 1, 2013"
2013,8,GB,516,7.041,"Thursday, August 1, 2013"
2013,8,GB,517,9.477,"Thursday, August 1, 2013"
2013,8,GB,523,9.477,"Thursday, August 1, 2013"
2013,8,GB,524,47.496,"Thursday, August 1, 2013"
2013,8,GB,527,47.529,"Thursday, August 1, 2013"
2013,8,GB,531,44.964,"Thursday, August 1, 2013"
2013,8,GB,532,44.958,"Thursday, August 1, 2013"
2013,8,GB,544,14.571,"Thursday, August 1, 2013"
2013,8,GB,545,7.29,"Thursday, August 1, 2013"
2013,8,GB,546,11.178,"Thursday, August 1, 2013"
2013,8,GB,547,14.58,"Thursday, August 1, 2013"
2013,8,GB,551,47.52,"Thursday, August 1, 2013"
2013,8,GB,552,16.461,"Thursday, August 1, 2013"
2013,8,GB,555,19.164,"Thursday, August 1, 2013"
2013,8,GB,556,31.59,"Thursday, August 1, 2013"
2013,8,GB,558,72.879,"Thursday, August 1, 2013"
2013,8,GB,559,3.642,"Thursday, August 1, 2013"
2013,8,GB,560,218.592,"Thursday, August 1, 2013"
2013,8,GB,561,391.398,"Thursday, August 1, 2013"
2013,8,GB,562,390.939,"Thursday, August 1, 2013"
2013,8,GB,563,379.764,"Thursday, August 1, 2013"
2013,8,GB,564,393.933,"Thursday, August 1, 2013"
2013,8,GB,565,125.052,"Thursday, August 1, 2013"
2013,8,GB,566,125.364,"Thursday, August 1, 2013"
2013,8,GB,567,125.364,"Thursday, August 1, 2013"
2013,8,GB,568,124.803,"Thursday, August 1, 2013"
2013,8,GB,569,124.857,"Thursday, August 1, 2013"
2013,8,GB,570,125.226,"Thursday, August 1, 2013"
2013,8,GB,571,122.289,"Thursday, August 1, 2013"
2013,8,GB,572,125.007,"Thursday, August 1, 2013"
2013,8,GB,573,428.406,"Thursday, August 1, 2013"
2013,8,GB,574,429.135,"Thursday, August 1, 2013"
2013,8,GB,575,429.135,"Thursday, August 1, 2013"
2013,8,GB,576,428.202,"Thursday, August 1, 2013"
2013,8,GB,577,218.634,"Thursday, August 1, 2013"
2013,8,GB,578,218.676,"Thursday, August 1, 2013"
2013,8,GB,579,218.349,"Thursday, August 1, 2013"
2013,8,GB,580,305.508,"Thursday, August 1, 2013"
2013,8,GB,581,305.97,"Thursday, August 1, 2013"
2013,8,GB,582,306.18,"Thursday, August 1, 2013"
2013,8,GB,583,304.896,"Thursday, August 1, 2013"
2013,8,GB,584,97.2,"Thursday, August 1, 2013"
2013,8,GB,585,123.024,"Thursday, August 1, 2013"
2013,8,GB,586,124.845,"Thursday, August 1, 2013"
2013,8,GB,587,138.51,"Thursday, August 1, 2013"
2013,8,GB,588,138.456,"Thursday, August 1, 2013"
2013,8,GB,589,138.51,"Thursday, August 1, 2013"
2013,8,GB,590,138.465,"Thursday, August 1, 2013"
2013,8,GB,591,89.757,"Thursday, August 1, 2013"
2013,8,GB,592,87.447,"Thursday, August 1, 2013"
2013,8,GB,593,89.964,"Thursday, August 1, 2013"
2013,8,GB,594,87.987,"Thursday, August 1, 2013"
2013,8,GB,595,87.996,"Thursday, August 1, 2013"
2013,8,GB,596,97.2,"Thursday, August 1, 2013"
2013,8,GB,597,97.2,"Thursday, August 1, 2013"
2013,8,GB,598,97.2,"Thursday, August 1, 2013"
2013,8,GB,599,97.2,"Thursday, August 1, 2013"
2013,8,GB,600,97.2,"Thursday, August 1, 2013"
2013,8,GB,603,21.87,"Thursday, August 1, 2013"
2013,8,GB,604,97.2,"Thursday, August 1, 2013"
2013,8,GB,605,97.035,"Thursday, August 1, 2013"
2013,8,GB,606,97.137,"Thursday, August 1, 2013"
2013,10,GB,214,6.147,"Tuesday, October 1, 2013"
2013,10,GB,217,6.153,"Tuesday, October 1, 2013"
2013,10,GB,222,6.156,"Tuesday, October 1, 2013"
2013,10,GB,225,1.605,"Tuesday, October 1, 2013"
2013,10,GB,231,8.976,"Tuesday, October 1, 2013"
2013,10,GB,234,8.931,"Tuesday, October 1, 2013"
2013,10,GB,287,60.672,"Tuesday, October 1, 2013"
2013,10,GB,298,242.928,"Tuesday, October 1, 2013"
2013,10,GB,309,245.568,"Tuesday, October 1, 2013"
2013,10,GB,353,417.219,"Tuesday, October 1, 2013"
2013,10,GB,355,417.231,"Tuesday, October 1, 2013"
2013,10,GB,359,412.53,"Tuesday, October 1, 2013"
2013,10,GB,361,412.593,"Tuesday, October 1, 2013"
2013,10,GB,363,412.908,"Tuesday, October 1, 2013"
2013,10,GB,372,439.803,"Tuesday, October 1, 2013"
2013,10,GB,374,439.803,"Tuesday, October 1, 2013"
2013,10,GB,376,439.734,"Tuesday, October 1, 2013"
2013,10,GB,378,439.803,"Tuesday, October 1, 2013"
2013,10,GB,380,439.803,"Tuesday, October 1, 2013"
2013,10,GB,382,201.66,"Tuesday, October 1, 2013"
2013,10,GB,384,201.657,"Tuesday, October 1, 2013"
2013,10,GB,386,201.69,"Tuesday, October 1, 2013"
2013,10,GB,388,201.69,"Tuesday, October 1, 2013"
2013,10,GB,390,201.609,"Tuesday, October 1, 2013"
2013,10,GB,398,8.01,"Tuesday, October 1, 2013"
2013,10,GB,402,21.651,"Tuesday, October 1, 2013"
2013,10,GB,434,107.031,"Tuesday, October 1, 2013"
2013,10,GB,436,107.07,"Tuesday, October 1, 2013"
2013,10,GB,463,4.401,"Tuesday, October 1, 2013"
2013,10,GB,465,4.386,"Tuesday, October 1, 2013"
2013,10,GB,471,11.238,"Tuesday, October 1, 2013"
2013,10,GB,472,11.364,"Tuesday, October 1, 2013"
2013,10,GB,474,12.33,"Tuesday, October 1, 2013"
2013,10,GB,475,12.6,"Tuesday, October 1, 2013"
2013,10,GB,476,12.351,"Tuesday, October 1, 2013"
2013,10,GB,477,0.894,"Tuesday, October 1, 2013"
2013,10,GB,480,0.414,"Tuesday, October 1, 2013"
2013,10,GB,481,1.617,"Tuesday, October 1, 2013"
2013,10,GB,482,1.602,"Tuesday, October 1, 2013"
2013,10,GB,483,21.441,"Tuesday, October 1, 2013"
2013,10,GB,484,1.422,"Tuesday, October 1, 2013"
2013,10,GB,487,9.843,"Tuesday, October 1, 2013"
2013,10,GB,488,9.696,"Tuesday, October 1, 2013"
2013,10,GB,490,9.663,"Tuesday, October 1, 2013"
2013,10,GB,491,9.603,"Tuesday, October 1, 2013"
2013,10,GB,492,180.615,"Tuesday, October 1, 2013"
2013,10,GB,493,59.979,"Tuesday, October 1, 2013"
2013,10,GB,494,180.705,"Tuesday, October 1, 2013"
2013,10,GB,495,180.705,"Tuesday, October 1, 2013"
2013,10,GB,496,180.519,"Tuesday, October 1, 2013"
2013,10,GB,497,180.705,"Tuesday, October 1, 2013"
2013,10,GB,498,180.705,"Tuesday, October 1, 2013"
2013,10,GB,499,180.582,"Tuesday, October 1, 2013"
2013,10,GB,500,180.555,"Tuesday, October 1, 2013"
2013,10,GB,502,60.018,"Tuesday, October 1, 2013"
2013,10,GB,503,60.018,"Tuesday, October 1, 2013"
2013,10,GB,506,60,"Tuesday, October 1, 2013"
2013,10,GB,507,60.018,"Tuesday, October 1, 2013"
2013,10,GB,511,65.502,"Tuesday, October 1, 2013"
2013,10,GB,513,65.538,"Tuesday, October 1, 2013"
2013,10,GB,515,4.881,"Tuesday, October 1, 2013"
2013,10,GB,522,7.047,"Tuesday, October 1, 2013"
2013,10,GB,523,9.477,"Tuesday, October 1, 2013"
2013,10,GB,524,47.496,"Tuesday, October 1, 2013"
2013,10,GB,525,47.529,"Tuesday, October 1, 2013"
2013,10,GB,532,44.958,"Tuesday, October 1, 2013"
2013,10,GB,542,7.29,"Tuesday, October 1, 2013"
2013,10,GB,543,11.178,"Tuesday, October 1, 2013"
2013,10,GB,544,14.571,"Tuesday, October 1, 2013"
2013,10,GB,545,7.29,"Tuesday, October 1, 2013"
2013,10,GB,547,14.58,"Tuesday, October 1, 2013"
2013,10,GB,548,14.58,"Tuesday, October 1, 2013"
2013,10,GB,552,16.461,"Tuesday, October 1, 2013"
2013,10,GB,554,16.485,"Tuesday, October 1, 2013"
2013,10,GB,555,19.164,"Tuesday, October 1, 2013"
2013,10,GB,559,3.642,"Tuesday, October 1, 2013"
2013,10,GB,560,218.592,"Tuesday, October 1, 2013"
2013,10,GB,561,391.398,"Tuesday, October 1, 2013"
2013,10,GB,562,390.939,"Tuesday, October 1, 2013"
2013,10,GB,564,393.933,"Tuesday, October 1, 2013"
2013,10,GB,565,125.052,"Tuesday, October 1, 2013"
2013,10,GB,566,125.364,"Tuesday, October 1, 2013"
2013,10,GB,568,124.803,"Tuesday, October 1, 2013"
2013,10,GB,569,124.857,"Tuesday, October 1, 2013"
2013,10,GB,570,125.226,"Tuesday, October 1, 2013"
2013,10,GB,572,125.007,"Tuesday, October 1, 2013"
2013,10,GB,573,428.406,"Tuesday, October 1, 2013"
2013,10,GB,574,429.135,"Tuesday, October 1, 2013"
2013,10,GB,576,428.202,"Tuesday, October 1, 2013"
2013,10,GB,577,218.634,"Tuesday, October 1, 2013"
2013,10,GB,579,218.349,"Tuesday, October 1, 2013"
2013,10,GB,580,305.508,"Tuesday, October 1, 2013"
2013,10,GB,581,305.97,"Tuesday, October 1, 2013"
2013,10,GB,582,306.18,"Tuesday, October 1, 2013"
2013,10,GB,583,304.896,"Tuesday, October 1, 2013"
2013,10,GB,584,97.2,"Tuesday, October 1, 2013"
2013,10,GB,586,124.845,"Tuesday, October 1, 2013"
2013,10,GB,587,138.51,"Tuesday, October 1, 2013"
2013,10,GB,588,138.456,"Tuesday, October 1, 2013"
2013,10,GB,589,138.51,"Tuesday, October 1, 2013"
2013,10,GB,591,89.757,"Tuesday, October 1, 2013"
2013,10,GB,592,87.447,"Tuesday, October 1, 2013"
2013,10,GB,593,89.964,"Tuesday, October 1, 2013"
2013,10,GB,594,87.987,"Tuesday, October 1, 2013"
2013,10,GB,595,87.996,"Tuesday, October 1, 2013"
2013,10,GB,596,97.2,"Tuesday, October 1, 2013"
2013,10,GB,598,97.2,"Tuesday, October 1, 2013"
2013,10,GB,599,97.2,"Tuesday, October 1, 2013"
2013,10,GB,600,97.2,"Tuesday, October 1, 2013"
2013,10,GB,604,97.2,"Tuesday, October 1, 2013"
2013,10,GB,605,97.035,"Tuesday, October 1, 2013"
2013,10,GB,606,97.137,"Tuesday, October 1, 2013"
2013,4,GB,214,6.147,"Monday, April 1, 2013"
2013,4,GB,217,6.153,"Monday, April 1, 2013"
2013,4,GB,222,6.156,"Monday, April 1, 2013"
2013,4,GB,225,1.605,"Monday, April 1, 2013"
2013,4,GB,231,8.976,"Monday, April 1, 2013"
2013,4,GB,234,8.931,"Monday, April 1, 2013"
2013,4,GB,287,60.672,"Monday, April 1, 2013"
2013,4,GB,309,245.568,"Monday, April 1, 2013"
2013,4,GB,353,417.219,"Monday, April 1, 2013"
2013,4,GB,355,417.231,"Monday, April 1, 2013"
2013,4,GB,357,417.39,"Monday, April 1, 2013"
2013,4,GB,359,412.53,"Monday, April 1, 2013"
2013,4,GB,361,412.593,"Monday, April 1, 2013"
2013,4,GB,363,412.908,"Monday, April 1, 2013"
2013,4,GB,372,439.803,"Monday, April 1, 2013"
2013,4,GB,376,439.734,"Monday, April 1, 2013"
2013,4,GB,378,439.803,"Monday, April 1, 2013"
2013,4,GB,380,439.803,"Monday, April 1, 2013"
2013,4,GB,382,201.66,"Monday, April 1, 2013"
2013,4,GB,384,201.657,"Monday, April 1, 2013"
2013,4,GB,386,201.69,"Monday, April 1, 2013"
2013,4,GB,388,201.69,"Monday, April 1, 2013"
2013,4,GB,390,201.609,"Monday, April 1, 2013"
2013,4,GB,400,11.145,"Monday, April 1, 2013"
2013,4,GB,408,21.651,"Monday, April 1, 2013"
2013,4,GB,434,107.031,"Monday, April 1, 2013"
2013,4,GB,463,4.401,"Monday, April 1, 2013"
2013,4,GB,465,4.386,"Monday, April 1, 2013"
2013,4,GB,471,11.238,"Monday, April 1, 2013"
2013,4,GB,472,11.364,"Monday, April 1, 2013"
2013,4,GB,474,12.33,"Monday, April 1, 2013"
2013,4,GB,475,12.6,"Monday, April 1, 2013"
2013,4,GB,476,12.351,"Monday, April 1, 2013"
2013,4,GB,477,0.894,"Monday, April 1, 2013"
2013,4,GB,481,1.617,"Monday, April 1, 2013"
2013,4,GB,482,1.602,"Monday, April 1, 2013"
2013,4,GB,483,21.441,"Monday, April 1, 2013"
2013,4,GB,484,1.422,"Monday, April 1, 2013"
2013,4,GB,487,9.843,"Monday, April 1, 2013"
2013,4,GB,488,9.696,"Monday, April 1, 2013"
2013,4,GB,490,9.663,"Monday, April 1, 2013"
2013,4,GB,491,9.603,"Monday, April 1, 2013"
2013,4,GB,492,180.615,"Monday, April 1, 2013"
2013,4,GB,493,59.979,"Monday, April 1, 2013"
2013,4,GB,495,180.705,"Monday, April 1, 2013"
2013,4,GB,496,180.519,"Monday, April 1, 2013"
2013,4,GB,497,180.705,"Monday, April 1, 2013"
2013,4,GB,498,180.705,"Monday, April 1, 2013"
2013,4,GB,499,180.582,"Monday, April 1, 2013"
2013,4,GB,500,180.555,"Monday, April 1, 2013"
2013,4,GB,502,60.018,"Monday, April 1, 2013"
2013,4,GB,503,60.018,"Monday, April 1, 2013"
2013,4,GB,506,60,"Monday, April 1, 2013"
2013,4,GB,507,60.018,"Monday, April 1, 2013"
2013,4,GB,511,65.502,"Monday, April 1, 2013"
2013,4,GB,512,65.538,"Monday, April 1, 2013"
2013,4,GB,513,65.538,"Monday, April 1, 2013"
2013,4,GB,515,4.881,"Monday, April 1, 2013"
2013,4,GB,517,9.477,"Monday, April 1, 2013"
2013,4,GB,523,9.477,"Monday, April 1, 2013"
2013,4,GB,524,47.496,"Monday, April 1, 2013"
2013,4,GB,527,47.529,"Monday, April 1, 2013"
2013,4,GB,531,44.964,"Monday, April 1, 2013"
2013,4,GB,532,44.958,"Monday, April 1, 2013"
2013,4,GB,533,44.964,"Monday, April 1, 2013"
2013,4,GB,542,7.29,"Monday, April 1, 2013"
2013,4,GB,545,7.29,"Monday, April 1, 2013"
2013,4,GB,546,11.178,"Monday, April 1, 2013"
2013,4,GB,547,14.58,"Monday, April 1, 2013"
2013,4,GB,548,14.58,"Monday, April 1, 2013"
2013,4,GB,552,16.461,"Monday, April 1, 2013"
2013,4,GB,554,16.485,"Monday, April 1, 2013"
2013,4,GB,555,19.164,"Monday, April 1, 2013"
2013,4,GB,559,3.642,"Monday, April 1, 2013"
2013,4,GB,560,218.592,"Monday, April 1, 2013"
2013,4,GB,561,391.398,"Monday, April 1, 2013"
2013,4,GB,562,390.939,"Monday, April 1, 2013"
2013,4,GB,564,393.933,"Monday, April 1, 2013"
2013,4,GB,565,125.052,"Monday, April 1, 2013"
2013,4,GB,566,125.364,"Monday, April 1, 2013"
2013,4,GB,568,124.803,"Monday, April 1, 2013"
2013,4,GB,569,124.857,"Monday, April 1, 2013"
2013,4,GB,570,125.226,"Monday, April 1, 2013"
2013,4,GB,572,125.007,"Monday, April 1, 2013"
2013,4,GB,573,428.406,"Monday, April 1, 2013"
2013,4,GB,576,428.202,"Monday, April 1, 2013"
2013,4,GB,577,218.634,"Monday, April 1, 2013"
2013,4,GB,579,218.349,"Monday, April 1, 2013"
2013,4,GB,580,305.508,"Monday, April 1, 2013"
2013,4,GB,581,305.97,"Monday, April 1, 2013"
2013,4,GB,583,304.896,"Monday, April 1, 2013"
2013,4,GB,584,97.2,"Monday, April 1, 2013"
2013,4,GB,586,124.845,"Monday, April 1, 2013"
2013,4,GB,589,138.51,"Monday, April 1, 2013"
2013,4,GB,590,138.465,"Monday, April 1, 2013"
2013,4,GB,591,89.757,"Monday, April 1, 2013"
2013,4,GB,592,87.447,"Monday, April 1, 2013"
2013,4,GB,594,87.987,"Monday, April 1, 2013"
2013,4,GB,595,87.996,"Monday, April 1, 2013"
2013,4,GB,596,97.2,"Monday, April 1, 2013"
2013,4,GB,598,97.2,"Monday, April 1, 2013"
2013,4,GB,599,97.2,"Monday, April 1, 2013"
2013,4,GB,600,97.2,"Monday, April 1, 2013"
2013,4,GB,605,97.035,"Monday, April 1, 2013"
2013,4,GB,606,97.137,"Monday, April 1, 2013"
2013,3,GB,214,6.147,"Friday, March 1, 2013"
2013,3,GB,217,6.153,"Friday, March 1, 2013"
2013,3,GB,222,6.156,"Friday, March 1, 2013"
2013,3,GB,225,1.605,"Friday, March 1, 2013"
2013,3,GB,231,8.976,"Friday, March 1, 2013"
2013,3,GB,234,8.931,"Friday, March 1, 2013"
2013,3,GB,237,8.994,"Friday, March 1, 2013"
2013,3,GB,240,257.67,"Friday, March 1, 2013"
2013,3,GB,243,257.67,"Friday, March 1, 2013"
2013,3,GB,287,60.672,"Friday, March 1, 2013"
2013,3,GB,295,245.61,"Friday, March 1, 2013"
2013,3,GB,298,242.928,"Friday, March 1, 2013"
2013,3,GB,306,242.928,"Friday, March 1, 2013"
2013,3,GB,309,245.568,"Friday, March 1, 2013"
2013,3,GB,353,417.219,"Friday, March 1, 2013"
2013,3,GB,355,417.231,"Friday, March 1, 2013"
2013,3,GB,357,417.39,"Friday, March 1, 2013"
2013,3,GB,361,412.593,"Friday, March 1, 2013"
2013,3,GB,374,439.803,"Friday, March 1, 2013"
2013,3,GB,378,439.803,"Friday, March 1, 2013"
2013,3,GB,382,201.66,"Friday, March 1, 2013"
2013,3,GB,386,201.69,"Friday, March 1, 2013"
2013,3,GB,390,201.609,"Friday, March 1, 2013"
2013,3,GB,398,8.01,"Friday, March 1, 2013"
2013,3,GB,400,11.145,"Friday, March 1, 2013"
2013,3,GB,408,21.651,"Friday, March 1, 2013"
2013,3,GB,418,107.07,"Friday, March 1, 2013"
2013,3,GB,434,107.031,"Friday, March 1, 2013"
2013,3,GB,463,4.401,"Friday, March 1, 2013"
2013,3,GB,465,4.386,"Friday, March 1, 2013"
2013,3,GB,467,4.41,"Friday, March 1, 2013"
2013,3,GB,471,11.238,"Friday, March 1, 2013"
2013,3,GB,472,11.364,"Friday, March 1, 2013"
2013,3,GB,474,12.33,"Friday, March 1, 2013"
2013,3,GB,475,12.6,"Friday, March 1, 2013"
2013,3,GB,476,12.351,"Friday, March 1, 2013"
2013,3,GB,477,0.894,"Friday, March 1, 2013"
2013,3,GB,480,0.414,"Friday, March 1, 2013"
2013,3,GB,481,1.617,"Friday, March 1, 2013"
2013,3,GB,482,1.602,"Friday, March 1, 2013"
2013,3,GB,483,21.441,"Friday, March 1, 2013"
2013,3,GB,484,1.422,"Friday, March 1, 2013"
2013,3,GB,487,9.843,"Friday, March 1, 2013"
2013,3,GB,488,9.696,"Friday, March 1, 2013"
2013,3,GB,490,9.663,"Friday, March 1, 2013"
2013,3,GB,491,9.603,"Friday, March 1, 2013"
2013,3,GB,501,21.864,"Friday, March 1, 2013"
2013,3,GB,511,65.502,"Friday, March 1, 2013"
2013,3,GB,512,65.538,"Friday, March 1, 2013"
2013,3,GB,514,19.17,"Friday, March 1, 2013"
2013,3,GB,515,4.881,"Friday, March 1, 2013"
2013,3,GB,516,7.041,"Friday, March 1, 2013"
2013,3,GB,517,9.477,"Friday, March 1, 2013"
2013,3,GB,525,47.529,"Friday, March 1, 2013"
2013,3,GB,527,47.529,"Friday, March 1, 2013"
2013,3,GB,531,44.964,"Friday, March 1, 2013"
2013,3,GB,532,44.958,"Friday, March 1, 2013"
2013,3,GB,533,44.964,"Friday, March 1, 2013"
2013,3,GB,542,7.29,"Friday, March 1, 2013"
2013,3,GB,543,11.178,"Friday, March 1, 2013"
2013,3,GB,544,14.571,"Friday, March 1, 2013"
2013,3,GB,545,7.29,"Friday, March 1, 2013"
2013,3,GB,546,11.178,"Friday, March 1, 2013"
2013,3,GB,547,14.58,"Friday, March 1, 2013"
2013,3,GB,552,16.461,"Friday, March 1, 2013"
2013,3,GB,555,19.164,"Friday, March 1, 2013"
2013,3,GB,556,31.59,"Friday, March 1, 2013"
2013,3,GB,558,72.879,"Friday, March 1, 2013"
2013,3,GB,559,3.642,"Friday, March 1, 2013"
2013,3,GB,560,218.592,"Friday, March 1, 2013"
2013,3,GB,561,391.398,"Friday, March 1, 2013"
2013,3,GB,562,390.939,"Friday, March 1, 2013"
2013,3,GB,564,393.933,"Friday, March 1, 2013"
2013,3,GB,566,125.364,"Friday, March 1, 2013"
2013,3,GB,568,124.803,"Friday, March 1, 2013"
2013,3,GB,570,125.226,"Friday, March 1, 2013"
2013,3,GB,571,122.289,"Friday, March 1, 2013"
2013,3,GB,572,125.007,"Friday, March 1, 2013"
2013,3,GB,573,428.406,"Friday, March 1, 2013"
2013,3,GB,574,429.135,"Friday, March 1, 2013"
2013,3,GB,575,429.135,"Friday, March 1, 2013"
2013,3,GB,576,428.202,"Friday, March 1, 2013"
